text,target
The invention proves advantages in providing efficient and adaptable control of the employment availability of a Small Data Transmissions service by/for a mobile radio communications device; the device having the functionality to reject a Small Data Transmission service request/attempt if appropriate.,1
"However, in the above-described conventional control system, when the state of the wheels driven/braked by the motor is switched, the command torque output to the motor is held at 0 for the predetermined time period, which prevents the torque of the motor from being transmitted to the wheels, and hence it is impossible to sufficiently exhibit responsiveness of the motor, which may have adversely affect the drivability.', 'Further, when the state of the wheels driven/braked by the motor is switched, mechanical connection between the motor and the wheels is released until the above-mentioned backlash clogging is eliminated, so that the rotational speeds of the motor and the wheels are temporarily fluctuated. Therefore, for example, in a case where excessive slip in the wheels is determined by comparing the rotational speed of the motor or the wheels with the threshold value, if the changed rotational speed of the motor or the wheels reaches the threshold value, it may be erroneously determined that excessive slip has occurred even though excessive slip has not actually occurred in the wheels.', 'The present invention has been made to provide a solution to the above-described problems, and an object thereof is to provide a slip determination system for a vehicle, which is capable of improving the accuracy of excessive slip determination by avoiding erroneous determination of excessive slip in a wheel when the state of the wheel driven/braked by a motor is switched.",2
"According to the window screen with a blind function of the present invention described in detail thus far in which the both ends of a number of the slats for dimming or light-shielding are attached between the first screen and the second screen, which are wound upward by the winding shaft, are attached to the respective screens at regular intervals so as to be freely tiltable, and the slats are wound around the winding shaft together with the above-described both screens in an overlapped manner, either one of the bottom bars attached individually to lower ends of the above-described both screens, wherein one of the bottom bars are configured to come into stably and constantly contact with the lower frame of the screen frame irrespective of the posture of inclination of the above-described slats, so that destabilization of posture due to wind or the like, disfigurement due to a gap formed between the bottom bar and the above-described lower frame, and formation of an insect entrance route by the gap are suppressed. Also, in a simple configuration, a window screen with a blind function configured not only to function as a window screen for achieving protection from insect and air ventilation, but also to provide a state of protecting the indoor side from the sun or preventing people from seeing the indoor side by covering an entire surface of a screen extending surface in a tensed manner by the slats, or to be capable of dimming and light-shielding by an angle adjustment of the slats is provided.",1
"The first feature of the plant cultivation container according to the present invention lies in that the plant cultivation container includes: a water reservoir portion for pooling plant cultivation water, the water reservoir portion having a bed material accommodation part for placing a water-absorbing plant cultivation bed material, wherein the water reservoir portion is provided with a surrounding feed-water channel that surrounds an entire circumference of the bed material accommodation part, and a feed-discharge channel for supplying the plant cultivation water from outside to the water reservoir portion and for discharging the plant cultivation water in the water reservoir portion to outside is provided in communication with the surrounding feed-water channel.', 'In the plant cultivation container according to the first feature of the present invention, the plant cultivation water from outside immediately reaches the bed material accommodation part of the water reservoir portion through the feed-discharge channel, and there is no need to provide a special feed-water tube made of a porous material. In addition, the plant cultivation water supplied through the feed-discharge channel continuously enters the surrounding feed-water channel that surrounds the entire circumference of the bed material accommodation part, and thus effects can be obtained in that, the entire circumference of the plant cultivation bed material is surrounded with the plant cultivation water in a relatively short time period from the beginning of the plant cultivation water supply, and most of or necessary portions of the plant cultivation bed materials can be satisfactorily permeated in a relatively short time period. It should be noted that, the plant cultivation container according to the present invention can be also used by connecting a plurality of the plant cultivation containers to one another, and in this case, the plant cultivation water supplied at a speed above a water absorption speed of the plant cultivation bed material is supplied through the feed-discharge channel to the downstream plant cultivation container.', 'Another feature of the present invention lies in that the surrounding feed-water channel is provided with a first weir member for controlling a circulation direction of the plant cultivation water.', 'With this configuration, the plant cultivation water which tends to flow into in one circulation direction is dammed up by the first weir member, and the plant cultivation water tends to enter the surrounding feed-water channel in the other circulation direction. Therefore, the entire circumference of a lower end portion of the plant cultivation bed material tends to be rapidly surrounded with the plant cultivation water. As a result, most of the plant cultivation bed materials can be appropriately moistened in a shorter period of time.', 'Another feature of the present invention lies in that the feed-discharge channel is in a shape of a groove disposed adjacent to one side of the water reservoir portion.', 'With this configuration, a condition of the plant cultivation water introduced through the feed-discharge channel can be observed and visually checked through flowers, leaves or the like of the flowering plants, on lateral sides of the plant cultivation bed material, without being hidden under the plant cultivation bed material. In other words, it can be visually determined whether or not the plant cultivation water is appropriately supplied, whether or not the plant cultivation water leaks between the connected plant cultivation containers, whether or not the plant cultivation water discharged from the plant cultivation container is abnormally contaminated, and the like. As a result, management of the plants is facilitated.', 'Another feature of the present invention lies in that the plant cultivation container further includes: a second weir member for dividing the feed-discharge channel into a first channel on an upstream side and a second channel on a downstream side in a water flow direction; and a partition wall for partitioning the feed-discharge channel and the water reservoir portion, wherein in the partition wall, a first opening for allowing the first channel of the feed-discharge channel to communicate with an upstream side of the surrounding feed-water channel and a second opening for allowing the second channel of the feed-discharge channel to communicate with a downstream side of the surrounding feed-water channel are formed at a distance from each other.', 'With this configuration, the plant cultivation water supplied to the feed-discharge channel enters the upstream side of the surrounding feed-water channel from the feed-discharge channel on the upstream side, circulates around the plant cultivation bed material, reaches the downstream side of the surrounding feed-water channel, and then returns to the feed-discharge channel on the downstream side. In this manner, since the entire circumference of the lower end portion of the plant cultivation bed material is rapidly surrounded with the plant cultivation water, most of the plant cultivation bed materials are moistened in a shorter period of time. In addition, after the plant cultivation bed material reached a steady state in which it is satisfactorily moistened, the entire plant cultivation water supplied thereafter does not directly flow out to the downstream plant cultivation container but enters the surrounding feed-water channel. Therefore the replacement of the plant cultivation water in the water reservoir portion with fresh water is facilitated.', 'Another feature of the present invention lies in that the water reservoir portion is formed of two water reservoir portions arranged side by side so that the water reservoir portions are opposed across the feed-discharge channel.', 'With this configuration, the feed-discharge channel runs between two water reservoir portions arranged side by side and therefore, when the planted flowering plants have grown up to fully cover the range, the feed-discharge channel can be seen only between the flowering plants planted in at least two of the plant cultivation bed materials. Therefore, an appearance of the flower bed formed of the plant cultivation containers that have received the flowering plants is further improved.', 'Another feature of the present invention lies in that a plurality of the water reservoir portions are arranged adjacent to each other along the feed-discharge channel, and between the adjacent water reservoir portions, a third weir member for pooling the plant cultivation water is provided.', 'With this configuration, even if the plant cultivation container is placed on a part of an inclined floor face, such as a rooftop of a building, there can be suppressed a tendency of the supplied plant cultivation water to flow toward the water reservoir portion on a lower side positioned downstream of the feed-discharge channel due to an own weight of the plant cultivation water, and the entire circumference of the lower end portion of the plant cultivation bed material on the upstream side can be rapidly surrounded with the plant cultivation water. Therefore, the plant cultivation bed materials placed in each of the upstream and downstream water reservoir portions can be appropriately moistened uniformly and efficiently.', 'Another feature of the present invention lies in that the plant cultivation container further includes: a second weir member for dividing the feed-discharge channel into a first channel on an upstream side and a second channel on a downstream side in a water flow direction; and a partition wall for partitioning the feed-discharge channel and the water reservoir portion, wherein in the partition wall, a first opening for allowing the first channel of the feed-discharge channel to communicate with the water reservoir portion on the upstream side and a second opening for allowing the second channel of the feed-discharge channel to communicate with the surrounding feed-water channel on the downstream side are formed.', 'With this configuration, in the case where a plurality of the water reservoir portions are arranged adjacent to each other and along the feed-discharge channel, the plant cultivation water supplied to the feed-discharge channel first enters the surrounding feed-water channel of the upstream water reservoir portion from the feed-discharge channel on the upstream side, circulates around the plant cultivation bed material, enters the surrounding feed-water channel of the upstream water reservoir portion, again circulates around the plant cultivation bed material, and then returns to the feed-discharge channel on the downstream side. In this manner, since the entire circumference of the lower end portion of the plant cultivation bed material on each of the upstream and downstream sides is rapidly surrounded with the plant cultivation water, most of the plant cultivation bed materials are moistened in a shorter period of time. In addition, after the plant cultivation bed material reached a steady state in which it is satisfactorily moistened, the entire plant cultivation water supplied thereafter does not directly flow out to the downstream plant cultivation container but enters the surrounding feed-water channel of each water reservoir portion. Therefore the replacement of the plant cultivation water in the water reservoir portion with fresh water is facilitated.', 'Another feature of the present invention lies in that the plant cultivation container further includes an engaging portion for additionally and removably attaching an auxiliary weir at a position adjacent to the third weir member on an upstream side or downstream side thereof.', 'With this configuration, the auxiliary weir is additionally attached in accordance with a degree of a slope of the floor face where the plant cultivation container is placed (with the proviso that the height is above a height of the third weir member), and even when the degree of the slope of the floor face is large, an appropriate water feed function can be attained.', 'Another feature of the present invention lies in that a weir member for pooling the plant cultivation water in the water reservoir portion on the downstream side is provided between the second opening and the second channel.', 'With this configuration, when the plant cultivation container is placed on the floor face with a relatively steep slope, a deficiency of the pooled water in the downstream water reservoir container as compared with the upstream water reservoir container is suppressed, and thus the water feed state between the upstream water reservoir container and the downstream water reservoir container becomes more uniform, and thus uniformalization of growth conditions of the plants is facilitated.",0
"According to the present invention, the setup for accurately measuring the refrigerant piping length becomes simpler, thus potentially greatly saving work effort and shortening the measuring time.",1
"Compared to conventional SAPs, the SAPs prepared by surface modification with a water-soluble polyvalent cationic salt and a polycarbonic acid-based copolymer in accordance with the present disclosure are greatly improved in blood fluidity as analyzed by a new assay, proposed in the present disclosure, for measuring the weight of an SAP coagulated with clotted blood or highly viscous liquid. Thus, the SAPs of the present disclosure enjoy the advantage of blood fluidity that is sufficiently improved to make them suitable for use in sanitary pads for absorbing blood or highly viscous liquid.",1
"The effect of the current invention is in the form of adaptability of inter-color-plane prediction to various image/video content representations. Thus, applicability and coding efficiency of inter-color-plane prediction techniques are improved.",1
"The object of the present invention can be achieved by providing a refrigerator including a cabinet defining a first storage region for storing food, a door for opening and closing the first storage region, a gasket which is provided on an inner surface of the door and seals the first storage region from outdoor air by forming a sealing boundary when the door closes the first storage region, a first hinge member which has a rotary shaft and rotatably connects the door to the cabinet out of the sealing boundary, a container which defines a second storage region for storing food and is received in the first storage region, and a second hinge member which is fixed, at one side thereof, to the container within the sealing boundary while being rotatably connected, at the other side thereof, to the door, the second hinge member having a rotary shaft which is vertically and linearly aligned with the rotary shaft of the first hinge member.', 'The second hinge member may be located within the sealing boundary. Accordingly, since the second hinge member is located within the sealing boundary formed through the gasket, the first and second storage regions may be simultaneously sealed through one sealing boundary.', 'In order for the container (auxiliary storage region) to be rotated relative to the door of the refrigerator, the second hinge member may include a fixed portion fixed to the container, a rotation portion which is rotatably connected to the door, and a connection portion connecting the rotation portion to the fixed portion. The rotation portion may be provided with a rotary shaft of the second hinge member.', 'The connection portion may be configured to directly connect the rotation portion and the fixed portion. That is, a separate mechanical coupling for pivot coupling between the rotation portion and the fixed portion may be excluded. Thus, the second hinge member may be configured of one rigid body having a single body.', 'In the embodiment of the present invention, the gasket is provided so as to be pressed against a front surface of the cabinet inside the door of the refrigerator. Accordingly, the sealing boundary, which is a boundary of a maintenance region of cold air by the gasket, is formed. The connection portion is preferably formed to be bypassed into the sealing boundary without being connected from the rotation portion to the fixed portion through a linear path. That is, the connection portion preferably extends from the rotation portion to the fixed portion by being bypassed into the sealing boundary. As an example of such a connection portion, bypassing of the connection portion may be realized by giving a curvature or providing a bent shape to the connection portion.', 'A horizontally spaced distance from the rotation portion to a specific portion of the connection portion is preferably longer than a horizontally spaced distance from the rotation portion to the fixed portion. The specific portion may be formed by the bent shape. Due to such a difference between the horizontally spaced distances, interference between the door and the second hinge member may be prevented or minimized when the container rotates relative to the door. Particularly, it may be possible to prevent or minimize interference between the second hinge member and the gasket provided in the door.', 'The connection portion may include a first extension portion extending forward of the door from the rotation portion, a second extension portion extending forward of the door from the fixed portion, and a third extension portion connecting the first extension portion to the second extension portion.', 'The first extension portion may be inclined toward the second extension portion, and the second extension portion may include a curved portion formed outside a rotation trajectory of the gasket along with rotation of the door in a stationary state of the second hinge member. Accordingly, since the interference between the second hinge member and the gasket is excluded, it may be possible to prevent damage of the gasket and the door and the container may be rotated independently of each other.', 'The door is preferably provided with a receiving portion which has a receiving space receiving a portion of the connection portion and the rotation portion. The receiving portion may be formed within the door and may be recessed inward of the door from the inner surface thereof. Specifically, the receiving portion is preferably formed such that a portion of the connection portion and the rotation portion of the second hinge member is received in and rotatably supported by the receiving portion and a portion of the inside surface of the door in an inside region of the sealing boundary is recessed in a thickness direction of the door.', 'The receiving portion may extend from the inside of the sealing boundary to the outside thereof within the door.', 'In accordance with the embodiment of the present invention, the rotary shaft of the second hinge member is formed in the receiving portion. In this case, the rotary shaft may be formed outside the sealing boundary of the receiving portion.', 'The door is preferably formed with an opening portion through which a portion of the connection portion enters from the receiving portion along with rotation of the door relative to the container. Accordingly, the opening portion may be an opening portion of the second hinge member receiving portion.', 'The opening portion is preferably located inside the sealing boundary. The receiving portion is preferably enclosed by a thermal insulator within the door. Accordingly, even when cold air is introduced into the receiving portion through the opening portion, it may be possible to prevent a leakage of cold air to the outside. Due to a position and coupling relation between the opening portion, the sealing boundary, and the receiving portion, a bent portion formed by the first, second, and third extension portions of the connection portion of the second hinge member may be received in the receiving portion.', 'The opening portion is preferably provided with an opening and closing member for selectively opening and closing the opening portion. That is, it is preferable to provide the opening and closing member for allowing the second hinge member to enter and exit the receiving portion through the opening portion and for preventing the opening portion from being fully opened to the outside. Particularly, the opening and closing member is preferably provided to close at least a portion of the opening portion in an opened state of the door so as to prevent foreign matters from being introduced into the receiving portion through the opening portion.', 'It is preferable to maintain a state in which the container is received in the first storage region, when the door rotates in the state in which the container is received in the first storage region. Even when the refrigerator door is fully opened, the container may also be maintained in the state of being received in the first storage region. However, to this end, an inner space of the second hinge member receiving portion formed in the door, namely the receiving space has to be elongated in a central direction of the door. Accordingly, interference with a storage space such as a basket may be generated within the refrigerator door. Therefore, the container is preferably received in the first storage region only until the interference is generated between the opening portion and the second hinge member when an opening angle of the refrigerator door reaches a certain level.', 'To this end, the embodiment of the present invention allows the second hinge member to interfere with one side of the opening portion of the receiving portion when the opening angle of the refrigerator door reaches a proper level. When the refrigerator door is further opened, the second hinge member interferes with the opening portion of the receiving portion so that the container may rotate by being decoupled from the first storage space. In this case, the refrigerator may further include a clearance maintaining portion formed to enclose the gasket so as not to damage the gasket of the door and the door by interference between the second hinge member and the door.', 'The clearance maintaining portion may be provided between the second hinge member and the gasket at one side of the opening portion. The clearance maintaining portion may be made of an elastic material. Accordingly, the clearance maintaining portion may be elastically deformed during generation of the interference between the opening portion and the second hinge member.', 'The embodiment of the present invention provides the refrigerator in which the first hinge member is located outside the sealing boundary and the second hinge member of the container (auxiliary storage region) is provided in the door. In this case, considerations are as follows.', 'First, in repeated operations of a state in which the container is decoupled from the first storage region and opened and a state in which the container is received in the first storage region, it is the fact that the container may rotate in the same direction as the door without interference with the door or the cabinet.', 'Secondarily, it is the fact that the container may also be opened independently of the door or may also be simultaneously opened together with the door.",0
"A first aspect of the present invention relates to phosphor dispersion liquids set forth below.', '1 A phosphor dispersion liquid including a dispersion solvent, phosphor particles, laminar clay mineral microparticles, and oxide microparticles, the phosphor particles, the laminar clay mineral microparticles, and the oxide microparticles being dispersed in the dispersion solvent, wherein', 'when 5 ml of the phosphor dispersion liquid is charged into a glass bottle of 15 mm inner diameter and allowed to stand, the time it takes for a supernatant layer to be generated due to settling of the phosphor particles is 4 hours or longer.', '2 The phosphor dispersion liquid according to 1, wherein the phosphor dispersion liquid has a viscosity of 80 to 1,000 cp.', 'A second aspect of the present invention relates to methods of manufacturing an LED device set forth below.', '3 A method of manufacturing an LED device, including:', 'providing an LED chip package including a package and an LED chip disposed on the package, the LED chip having an emission surface; and', 'applying on the emission surface of the LED chip the phosphor dispersion liquid according to 1 to form a phosphor layer.', '4 The method according to 3, wherein the phosphor dispersion liquid is applied using a spray applicator,', 'the spray applicator including a coating solution tank for storing the phosphor dispersion liquid, a head having a nozzle for discharging the phosphor dispersion liquid, and a connector tube for allowing communication between the coating solution tank and the head.', '5 The method according to 3, further including applying on the emission surface of the LED chip a solution containing an organometallic compound.', '6 The method according to 3, wherein the LED device is a white LED device.",0
"In order to solve the aforementioned problems, according to a first aspect according to a wireless power supply system of the present disclosure, a wireless power supply system including a power supply coil disposed on the ground and configured to wirelessly supply power from the power supply coil to a power receiving coil disposed above the power supply coil in includes: a first bag on which the power supply coil is mounted and configured to expand or contract to adjust a vertical position of the power supply coil; and a second bag provided to cover both the power supply coil and the first bag and configured to expand to occupy a space between the power supply coil and the power receiving coil.', 'In addition, according to a second aspect of the wireless power supply system of the present disclosure, in the first aspect, the wireless power supply system includes: a gas supply and exhaust apparatus configured to individually perform supply of a gas to the first bag, supply of the gas to the second bag, exhaust of the gas from the first bag, and exhaust of the gas from the second bag.', 'In addition, according to a third aspect of the wireless power supply system of the present disclosure, in the second aspect, the gas supply and exhaust apparatus finely adjusts the vertical position of the power supply coil by finely adjusting an amount of the gas supplied to the first bag and an amount of the gas exhausted from the first bag.', 'In addition, according to a fourth aspect of the wireless power supply system of the present disclosure, in the second or third aspect, the gas supply and exhaust apparatus starts the supply of the gas to the first bag after a start of the supply of the gas to the second bag when the first bag is expanded and starts the exhaust of the gas from the second bag after a start of the exhaust of the gas from the first bag when the first bag is contracted.', 'In addition, according to a fifth aspect of the wireless power supply system of the present disclosure, in any one of the first to fourth aspects, the wireless power supply system includes: an auxiliary bag configured to abut a periphery of the first bag and expand or contract to adjust a position within a horizontal plane of the power supply coil.', 'In addition, according to a sixth aspect of the wireless power supply system of the present disclosure, in the fifth aspect, the wireless power supply system includes: a hold mechanism configured to hold the auxiliary bag in the ground when the first bag is contracted and cause the auxiliary bag held in the ground to appear on the ground when the first bag is expanded.', 'In addition, according to a seventh aspect according to a wireless power supply system of the present disclosure, a wireless power supply system including a power supply apparatus having a power supply coil, a power receiving apparatus having a power receiving coil, and a relay coil positioned between the power supply coil and the power receiving coil, the wirelessly power supply system configured to wirelessly supply power from the power supply coil to the power receiving coil via the relay coil includes: a first bag configured to support the relay coil and expand or contract to move the relay coil between the power supply coil and the power receiving coil; and a gas supply means configured to supply a gas to the first bag.', 'According to an eighth aspect according to the wireless power supply system of the present disclosure, in the seventh aspect, the wireless power supply system includes: a second bag configured to expand or contract between the power supply coil and the power receiving coil, wherein the gas supply means supplies the gas to the second bag.', 'According to a ninth aspect according to the wireless power supply system of the present disclosure, in the seventh or eighth aspect, the wireless power supply system includes: a third bag configured to expand or contract to move the relay coil in a direction orthogonal to a direction connecting the power supply coil and the power receiving coil, wherein the gas supply means supplies the gas to the third bag.', 'According to a tenth aspect according to the wireless power supply system of the present disclosure, in any one of the seventh to ninth aspects, an inside of the first bag is divided when viewed in a direction connecting the power supply coil and the power receiving coil, and the gas supply means individually supplies the gas to each division region of the first bag.', 'According to an eleventh aspect according to a wireless power supply system of the present disclosure, a wireless power supply system including a power supply apparatus having a power supply coil and a power receiving apparatus having a power receiving coil, the wireless power supply system configured to wirelessly supply power from the power supply coil to the power receiving coil includes: a first bag configured to support the power supply coil and expand to move the power supply coil toward the power receiving coil; a spacer supported by the power supply coil and configured to abut the power receiving apparatus and cause the power supply coil and the power receiving coil to be spaced at a distance between the power supply coil and the power receiving coil and disposed to face each other; and a gas supply means configured to supply the gas to the first bag.', 'According to a twelfth aspect according to the wireless power supply system of the present disclosure, in the eleventh aspect, the spacer abuts a power receiving coil of the power receiving apparatus.', 'According to a thirteenth aspect according to the wireless power supply system of the present disclosure, in the eleventh or twelfth aspect, the power receiving apparatus is a vehicle and has a base on which the power receiving coil is provided and the spacer has a flat upper surface.', 'According to a fourteenth aspect according to the wireless power supply system of the present disclosure, in the thirteenth aspect, the power supply coil and the first bag are provided within a concave portion provided on a ground side of a place in which the vehicle is able to stop.', 'According to a fifteenth aspect according to the wireless power supply system of the present disclosure, in the fourteenth aspect, the wireless power supply system further includes: a movement restricting member provided within the concave portion and configured to restrict movement of the power supply coil.', 'According to a sixteenth aspect according to the wireless power supply system of the present disclosure, in any one of the eleventh to fifteenth aspects, the spacer is detachable from the power supply coil.', 'According to a seventeenth aspect according to a wireless power supply system of the present disclosure, a wireless power supply system including a power supply coil disposed on the ground and a power receiving coil mounted on a movable object and wirelessly supplied with power from the power supply coil includes: a second bag provided on a ground side or a movable object side and configured to expand between the power supply coil and the power receiving coil when power is supplied; and a magnetic material disposed in a magnetic path formed between the power supply coil and the power receiving coil inside the second bag that has expanded.', 'According to an eighteenth aspect according to the wireless power supply system of the present disclosure, the magnetic material includes a powder and the wireless power supply system includes: a magnetic material storage unit disposed in the magnetic path when the second bag has expanded, the magnetic material storage configured to store the magnetic material; and a magnetic material supply apparatus configured to supply the magnetic material to the magnetic material storage unit.', 'According to a nineteenth aspect according to the wireless power supply system of the present disclosure, in the eighteenth aspect, the wireless power supply system includes: a retrieving means configured to retrieve the magnetic material stored in the magnetic material storage unit to the magnetic material supply apparatus.', 'According to a twentieth aspect according to the wireless power supply system of the present disclosure, in the eighteenth aspect, the magnetic material storage unit includes a magnetic material storage bag configured to expand and contract together with the second bag.",0
"According to the liquid crystal display device of the present invention, a decrease in the voltage holding ratio (VHR) of a liquid crystal layer and an increase in the ion density (ID) can be prevented and display defects such as white streaks, alignment unevenness, and image sticking can be prevented by using a particular liquid crystal composition and a color filter that uses a particular pigment.",1
"However, in the battery modules described in Patent Document 1 and Patent Document 2, when excessive heat is generated in one battery to allow the operation of the safety valve, it is not possible to control the amount of the heat generated in the battery, or the influence of ignition of emitted gas over neighboring batteries, which causes the problem of consecutively deteriorating the batteries. In particular, in a battery module including a plurality of batteries, how expansion of the influence of a battery having a problem over neighboring batteries is controlled to a minimum is a problem to be solved.', 'Moreover, in the battery module described in Patent Document 3, the partitioning wall of the case has the openings facing the safety valves of the batteries so that the emitted gas does not fill the battery chamber, but is released to the outside. Patent Document 3 discloses a circuit board built in a resin, but fails to teach or suggest, for example, a method for connecting the circuit board to the batteries. Therefore, when a surface on a safety valve side of each battery is connected to a connector, it is not clear how air-tightness with respect to the partitioning wall is maintained. Further, it is difficult to position the safety valve of each battery to the opening portion of the partitioning wall, and thus positioning using recessed portions leaves space between the batteries, so that downsizing is not possible. Furthermore, the batteries and the circuit board are fixed and built in a resin, which poses a problem with downsizing the battery module.', 'In addition, when such a battery module including a large number of batteries is operated (charged/discharged) at a high electric power as a power supply, the amount of heat generated along with the charge/discharge is also large. Thus, the batteries have to be cooled so that the battery module is safely operated.', 'The present invention was devised to solve the above problems. It is an object of the present invention to provide a battery module whose size and thickness are reduced, wherein the influence of excessive heat generation in a battery having a problem over neighboring batteries can be limited to a minimum, and the battery module has a configuration capable of cooling a plurality of batteries.",2
"The present inventor intensively conducted research for solving the above-mentioned problems. As a result, the present inventor has found that it is possible to provide a long-length circularly polarizing plate that can be produced as a long-length film and effectively reduce reflection of outside light in both a front direction and a tilt direction. The long-length circularly polarizing plate is provided by the combination of the following (1) to (3) in a circularly polarizing film including a polarizing film, a λ/2 plate, and a λ/4 in this order.', '(1) The angle formed by the absorption axis of the polarizing film and the slow axis of the λ/2 plate is confined within a specific range, and the angle formed by the absorption axis of the polarizing film and the slow axis of the λ/4 plate is confined within a specific angle.', '(2) The wavelength dispersion of the λ/2 plate and the wavelength dispersion of the λ/4 plate are made different from each other.', '(3) An NZ factor of the λ/4 plate is set to 0.0 or lower.', 'The present invention has been achieved on the basis of such findings.', 'That is, the present invention is as follows.', '(1) A long-length circularly polarizing plate comprising: a polarizing film; a λ/2 plate having a slow axis in a direction forming an angle of 22.5°±10° relative to an absorption axis of the polarizing film; and a λ/4 plate having a slow axis in a direction forming an angle of 90°±20° relative to an absorption axis of the polarizing film, in this order, wherein', 'the λ/2 plate and the λ/4 plate have different wavelength dispersions, and', 'an NZ factor of the λ/4 plate NZq satisfies NZq≤0.0.', '(2) The long-length circularly polarizing plate according to (1), satisfying the following formula (A):",0
"To achieve this object, the present invention provides a method for producing a semiconductor wafer having a multilayer film, in production of a semiconductor device by the steps of forming a porous layer on a surface of a semiconductor wafer by changing a surface portion of the semiconductor wafer into the porous layer, forming a semiconductor film on a surface of the porous layer to produce the semiconductor wafer having a multilayer film, fabricating a device on the semiconductor film, and producing the semiconductor device by delaminating the semiconductor film along the porous layer, the semiconductor film having the device formed thereon; including at least: flattening a surface of a porous layer side of the semiconductor wafer after delaminating the semiconductor film having the device formed thereon, the porous layer being used for the delamination, and reusing the flattened semiconductor wafer as the semiconductor wafer for forming the porous layer to perform the steps of forming the porous layer and of forming the semiconductor film; the method further including a thickness adjusting step of adjusting a whole thickness of the semiconductor wafer having a multilayer film to be produced by reusing the semiconductor wafer so as to satisfy a predetermined standard.', 'The method for producing a semiconductor wafer having a multilayer film, including the above-described steps, in which the semiconductor wafer for delamination is reused, enables the semiconductor wafer having a multilayer film with the whole thickness satisfying the standard to be provided, regardless of the number of reuse of the semiconductor wafer for delamination.', 'In this case, the thickness adjusting can be performed by adjusting the thickness of the semiconductor film to be formed on the surface of the porous layer after forming the porous layer on the surface of the reused semiconductor wafer.', 'In this manner, when the thickness adjusting is performed by adjusting the thickness of the semiconductor film to be formed on the surface of the porous layer after forming the porous layer on the surface of the reused semiconductor wafer, the semiconductor wafer having a multilayer film with the whole thickness satisfying the standard can be provided.', 'Moreover, in this case, an area for etching removal is preferably provided in a porous layer side of the semiconductor film to be formed on the surface of the porous layer.', 'It is to be noted that the area for etching removal described herein is a layer of stock removal to be removed by etching after delamination in order to adjust the thickness of the semiconductor device to be fabricated. The thickness of the semiconductor device means a thickness of combination between an electrical active layer of the semiconductor device and a supporting layer to support the active layer with mechanical strength. The area for etching removal can be a predetermined thickness of the whole semiconductor film formed with a uniform layer. A layer having a higher etching rate than that of a layer that is to be left without etching removal is preferably formed as the area for etching removal.', 'In this manner, when the area for etching removal is provided in a porous layer side of the semiconductor film to be formed on the surface of the porous layer, the etching removal can be performed more rapidly and accurately.', 'Moreover, the thickness adjusting can be performed by forming an additional film on the surface of the reused semiconductor wafer after delaminating the semiconductor film having the device formed thereon.', 'In this case, the additional film can be formed on a surface on which the porous layer is to be formed of the reused semiconductor wafer. The additional film also can be formed on a surface opposite to a surface on which the porous layer is to be formed of the reused semiconductor wafer.', 'In this manner, the thickness of the semiconductor wafer having a multilayer film also can be adjusted by forming the additional film on the surface of the reused semiconductor wafer after delaminating the semiconductor film having the device formed thereon, and the semiconductor wafer having a multilayer film with the whole thickness satisfying the standard can be thereby provided. In addition, the additional film can be formed on either of a surface on which the porous layer is to be formed of the reused semiconductor wafer, and a surface opposite thereto.', 'Moreover, when the additional film is formed on the surface of the reused semiconductor wafer on an opposite side to the surface on a side of forming the porous layer, a polycrystalline film can be formed as the additional film.', 'In this manner, when the polycrystalline film is formed as the additional film on a back surface, it is low cost, and can serve as a gettering layer for contaminated materials such as metal impurities during heat treatment in a subsequent step of forming the device and the like.', 'Furthermore, the present invention provides a method for producing a semiconductor device, including the steps of: fabricating a device on the semiconductor film of the semiconductor wafer having a multilayer film produced by the method for producing a semiconductor wafer having a multilayer film according to any one of the above; and producing the semiconductor device by delaminating the semiconductor film along the porous layer, the semiconductor film having the device formed thereon.', 'In the above-described method for producing a semiconductor device, the semiconductor wafer having a multilayer film with the whole thickness satisfying the standard can be used, and the semiconductor device can be thereby produced without the limitation of the number of reuse.', 'Furthermore, the present invention provides a semiconductor wafer having a multilayer film for producing a semiconductor device, including a semiconductor wafer, a porous layer formed on a surface of the semiconductor wafer, and a semiconductor film formed on a surface of the porous layer, wherein the semiconductor film has an area for etching removal in a porous layer side.', 'The semiconductor wafer having a multilayer film in which the above-described area for etching removal is provided enables the semiconductor wafer having a multilayer film with the whole thickness satisfying the standard to be provided at low cost.', 'In this case, the wafer is highly useful for the case where a diameter of the semiconductor wafer is 450 mm or more.', 'In this manner, even when the semiconductor wafer has a large diameter of 450 mm or more, and the thickness of the wafer needs to be relatively thick because of a problem of wafer deflection due to an own weight, the semiconductor wafer for delamination can be repeatedly reused although the wafer is designed with a thickness that is thick enough to cope with the wafer deflection, and it can be low-cost.",0
